tile,ra,dec,good_fraction
CFIS_LSB.323.263.r,215.63357554684893,41.5,0.68243702
CFIS_LSB.086.337.r,215.68162465894932,78.5,0.00036924
CFIS_LSB.235.294.r,215.7392189062579,57.0,0.74519223
CFIS_LSB.219.299.r,215.74723802401112,59.5,0.793678
CFIS_LSB.333.259.r,215.77850626402133,39.5,0.73533648
CFIS_LSB.364.245.r,215.79540663301725,32.5,0.62544711
CFIS_LSB.362.246.r,215.81775600330647,33.0,0.74534361
CFIS_LSB.360.247.r,215.8568898003176,33.5,0.70378213
CFIS_LSB.321.264.r,215.97405310182336,42.0,0.79137641
CFIS_LSB.326.262.r,215.9771179158562,41.0,0.5612045
CFIS_LSB.216.300.r,215.99999999999997,60.0,0.78057771
CFIS_LSB.266.284.r,216.02780964920493,52.0,0.58157186
CFIS_LSB.331.260.r,216.04490638449207,40.0,0.80233072
CFIS_LSB.269.283.r,216.0591768997965,51.5,0.78810695
CFIS_LSB.272.282.r,216.10613915294192,51.0,0.67307797
CFIS_LSB.275.281.r,216.16838246710637,50.5,0.72716609
CFIS_LSB.336.258.r,216.1756070700521,39.0,0.8021271
CFIS_LSB.278.280.r,216.2456119335973,50.0,0.72108039
CFIS_LSB.324.263.r,216.3011717559723,41.5,0.77399103
CFIS_LSB.281.279.r,216.3375505727425,49.5,0.63788487
CFIS_LSB.242.292.r,216.38328964653948,56.0,0.67050124
CFIS_LSB.365.245.r,216.38825115673436,32.5,0.80322005
CFIS_LSB.363.246.r,216.4139376497245,33.0,0.75893295
CFIS_LSB.334.259.r,216.4264897663157,39.5,0.81621102
CFIS_LSB.361.247.r,216.4564922719852,33.5,0.75602965
CFIS_LSB.223.298.r,216.48884894475464,59.0,0.7758496
CFIS_LSB.239.293.r,216.51022341334163,56.5,0.77256581
CFIS_LSB.339.257.r,216.58348244377515,38.5,0.62387786
CFIS_LSB.327.262.r,216.63962441253065,41.0,0.66949637
CFIS_LSB.322.264.r,216.64686946662653,42.0,0.6879628
CFIS_LSB.236.294.r,216.6572581356462,57.0,0.73988332
CFIS_LSB.220.299.r,216.73238522960025,59.5,0.68571087
CFIS_LSB.079.339.r,216.7524685064881,79.5,0.0
CFIS_LSB.337.258.r,216.81898685299868,39.0,0.8390339
CFIS_LSB.267.284.r,216.83994427194637,52.0,0.7924914
CFIS_LSB.270.283.r,216.8623708659668,51.5,0.77331828
CFIS_LSB.273.282.r,216.9006470174748,51.0,0.76039266
CFIS_LSB.276.281.r,216.95444931244128,50.5,0.70111485
CFIS_LSB.325.263.r,216.96876796509568,41.5,0.72518156
CFIS_LSB.252.289.r,216.9784030903397,54.5,0.78232226
CFIS_LSB.217.300.r,216.99999999999997,60.0,0.68304452
CFIS_LSB.364.246.r,217.0101192961424,33.0,0.80624704
CFIS_LSB.279.280.r,217.0234738470275,50.0,0.55391006
CFIS_LSB.335.259.r,217.0744732686101,39.5,0.75692438
CFIS_LSB.282.279.r,217.1074350943537,49.5,0.62257145
CFIS_LSB.285.278.r,217.20606485557852,49.0,0.65181997
CFIS_LSB.340.257.r,217.22237177251785,38.5,0.70884207
CFIS_LSB.243.292.r,217.2774354715252,56.0,0.75590528
CFIS_LSB.328.262.r,217.30213090920503,41.0,0.69342723
CFIS_LSB.288.277.r,217.31911128821764,48.5,0.74489556
CFIS_LSB.323.264.r,217.31968583142972,42.0,0.65506023
CFIS_LSB.240.293.r,217.41612392971547,56.5,0.69906118
CFIS_LSB.224.298.r,217.45965095795984,59.0,0.69991679
CFIS_LSB.338.258.r,217.46236663594527,39.0,0.6625446
CFIS_LSB.083.338.r,217.4949871629656,79.0,0.09946819
CFIS_LSB.237.294.r,217.57529736503452,57.0,0.79565716
CFIS_LSB.326.263.r,217.63636417421904,41.5,0.78349449
CFIS_LSB.268.284.r,217.6520788946877,52.0,0.76065448
CFIS_LSB.271.283.r,217.665564832137,51.5,0.77008309
CFIS_LSB.274.282.r,217.69515488200764,51.0,0.65501764
CFIS_LSB.221.299.r,217.7175324351893,59.5,0.78415624
CFIS_LSB.336.259.r,217.7224567709044,39.5,0.82454799
CFIS_LSB.256.288.r,217.7666069381222,54.0,0.82175426
CFIS_LSB.280.280.r,217.8013357604577,50.0,0.7689634
CFIS_LSB.253.289.r,217.83942849942835,54.5,0.81414551
CFIS_LSB.341.257.r,217.8612611012605,38.5,0.47831776
CFIS_LSB.283.279.r,217.8773196159649,49.5,0.65121029
CFIS_LSB.300.273.r,217.91095068820223,46.5,0.7630802
CFIS_LSB.250.290.r,217.93084945263723,55.0,0.78292222
CFIS_LSB.329.262.r,217.96463740587944,41.0,0.72704102
CFIS_LSB.286.278.r,217.96819139893145,49.0,0.70707315
CFIS_LSB.324.264.r,217.9925021962329,42.0,0.78290107
CFIS_LSB.218.300.r,217.99999999999997,60.0,0.70695569
CFIS_LSB.289.277.r,218.07369153574615,48.5,0.7327857
CFIS_LSB.339.258.r,218.10574641889187,39.0,0.84701157
CFIS_LSB.087.337.r,218.18955052707665,78.5,0.18761977
CFIS_LSB.292.276.r,218.1935762802329,48.0,0.67716962
CFIS_LSB.327.263.r,218.30396038334243,41.5,0.73174802
CFIS_LSB.332.261.r,218.30444198187027,40.5,0.75840509
CFIS_LSB.241.293.r,218.32202444608927,56.5,0.77213971
CFIS_LSB.337.259.r,218.3704402731988,39.5,0.81406627
CFIS_LSB.225.298.r,218.430452971165,59.0,0.76356633
CFIS_LSB.272.283.r,218.46875879830725,51.5,0.8061763
CFIS_LSB.298.274.r,218.4755986603041,47.0,0.73504167
CFIS_LSB.342.257.r,218.50015043000323,38.5,0.72607972
CFIS_LSB.281.280.r,218.5791976738879,50.0,0.64619755
CFIS_LSB.257.288.r,218.61725774647425,54.0,0.78514717
CFIS_LSB.330.262.r,218.62714390255385,41.0,0.79313311
CFIS_LSB.301.273.r,218.6373205238296,46.5,0.79898933
CFIS_LSB.284.279.r,218.64720413757604,49.5,0.55761149
CFIS_LSB.335.260.r,218.65572096315668,40.0,0.83698028
CFIS_LSB.254.289.r,218.700453908517,54.5,0.80307141
CFIS_LSB.222.299.r,218.7026796407784,59.5,0.78004095
CFIS_LSB.312.269.r,218.717002120356,44.5,0.84654862
CFIS_LSB.287.278.r,218.7303179422844,49.0,0.69126612
CFIS_LSB.340.258.r,218.74912620183844,39.0,0.76017296
CFIS_LSB.320.266.r,218.7723937757752,43.0,0.73931208
CFIS_LSB.251.290.r,218.80257285044777,55.0,0.66881565
CFIS_LSB.304.272.r,218.8125940231104,46.0,0.76578901
CFIS_LSB.290.277.r,218.82827178327472,48.5,0.80899179
CFIS_LSB.293.276.r,218.9408145551652,48.0,0.67893389
CFIS_LSB.315.268.r,218.9507655851269,44.0,0.76038006
CFIS_LSB.333.261.r,218.96198548181567,40.5,0.79559171
CFIS_LSB.219.300.r,218.99999999999997,60.0,0.73913555
CFIS_LSB.323.265.r,219.049185342845,42.5,0.75847695
CFIS_LSB.318.267.r,219.1971571563928,43.5,0.80976698
CFIS_LSB.310.270.r,219.2031021678297,45.0,0.77064517
CFIS_LSB.299.274.r,219.20873825312395,47.0,0.77335856
CFIS_LSB.331.262.r,219.28965039922824,41.0,0.83430208
CFIS_LSB.336.260.r,219.3084246078228,40.0,0.77636319
CFIS_LSB.302.273.r,219.3636903594569,46.5,0.77046038
CFIS_LSB.226.298.r,219.4012549843702,59.0,0.77365307
CFIS_LSB.285.279.r,219.41708865918724,49.5,0.68448466
CFIS_LSB.313.269.r,219.41801815279305,44.5,0.66709328
CFIS_LSB.321.266.r,219.45605750632453,43.0,0.67035555
CFIS_LSB.258.288.r,219.4679085548263,54.0,0.55464103
CFIS_LSB.288.278.r,219.4924444856373,49.0,0.75004146
CFIS_LSB.080.339.r,219.4961706394816,79.5,0.00459911
CFIS_LSB.305.272.r,219.53237229292324,46.0,0.7453533
CFIS_LSB.255.289.r,219.5614793176057,54.5,0.66306419
CFIS_LSB.291.277.r,219.58285203080325,48.5,0.71140884
CFIS_LSB.334.261.r,219.61952898176108,40.5,0.84537987
CFIS_LSB.316.268.r,219.64584738063525,44.0,0.80239509
CFIS_LSB.252.290.r,219.67429624825832,55.0,0.71258972
CFIS_LSB.223.299.r,219.6878268463675,59.5,0.83071811
CFIS_LSB.294.276.r,219.68805283009743,48.0,0.72713541
CFIS_LSB.324.265.r,219.7273561952996,42.5,0.81138095
CFIS_LSB.319.267.r,219.8864563927337,43.5,0.67896122
CFIS_LSB.311.270.r,219.9102089490163,45.0,0.7807694
CFIS_LSB.300.274.r,219.9418778459437,47.0,0.76815544
CFIS_LSB.332.262.r,219.95215689590265,41.0,0.81038787
CFIS_LSB.337.260.r,219.96112825248892,40.0,0.79875793
CFIS_LSB.303.273.r,220.09006019508425,46.5,0.75375269
CFIS_LSB.084.338.r,220.11540869504952,79.0,0.0
CFIS_LSB.314.269.r,220.11903418523008,44.5,0.80950008
CFIS_LSB.322.266.r,220.1397212368738,43.0,0.83175101
CFIS_LSB.363.249.r,220.23326343199696,34.5,0.78760664
CFIS_LSB.306.272.r,220.2521505627361,46.0,0.75177889
CFIS_LSB.335.261.r,220.27707248170643,40.5,0.72165158
CFIS_LSB.292.277.r,220.3374322783318,48.5,0.78262774
CFIS_LSB.317.268.r,220.3409291761436,44.0,0.77603414
CFIS_LSB.325.265.r,220.40552704775425,42.5,0.78216573
CFIS_LSB.256.289.r,220.4225047266943,54.5,0.70086969
CFIS_LSB.320.267.r,220.5757556290745,43.5,0.75822705
CFIS_LSB.338.260.r,220.61383189715508,40.0,0.76012511
CFIS_LSB.333.262.r,220.61466339257703,41.0,0.75862429
CFIS_LSB.312.270.r,220.6173157302028,45.0,0.74694874
CFIS_LSB.088.337.r,220.697476395204,78.5,0.0
CFIS_LSB.366.248.r,220.7378845762147,34.0,0.79658614
CFIS_LSB.304.273.r,220.8164300307116,46.5,0.76492856
CFIS_LSB.315.269.r,220.82005021766716,44.5,0.74524652
CFIS_LSB.323.266.r,220.82338496742312,43.0,0.80269372
CFIS_LSB.364.249.r,220.83996663704377,34.5,0.79116419
CFIS_LSB.336.261.r,220.93461598165183,40.5,0.6141612
CFIS_LSB.362.250.r,220.9602005658236,35.0,0.77135547
CFIS_LSB.318.268.r,221.0360109716519,44.0,0.74260766
CFIS_LSB.326.265.r,221.08369790020888,42.5,0.77679377
CFIS_LSB.321.267.r,221.26505486541535,43.5,0.70395855
CFIS_LSB.313.270.r,221.32442251138937,45.0,0.61000074
CFIS_LSB.367.248.r,221.34099355046664,34.0,0.84833433
CFIS_LSB.365.249.r,221.4466698420906,34.5,0.73454216
CFIS_LSB.324.266.r,221.5070486979724,43.0,0.82787215
CFIS_LSB.316.269.r,221.52106625010416,44.5,0.73769838
CFIS_LSB.363.250.r,221.57058786020428,35.0,0.74053614
CFIS_LSB.273.284.r,221.71275200839452,52.0,0.77013743
CFIS_LSB.368.248.r,221.9441025247186,34.0,0.83433978
CFIS_LSB.366.249.r,222.05337304713743,34.5,0.85308629
CFIS_LSB.364.250.r,222.180975154585,35.0,0.76149638
CFIS_LSB.277.283.r,222.48472862915847,51.5,0.54698553
CFIS_LSB.289.279.r,222.496626745632,49.5,0.73943689
CFIS_LSB.274.284.r,222.52488663113596,52.0,0.79753204
CFIS_LSB.271.285.r,222.5830900959708,52.5,0.73020711
CFIS_LSB.367.249.r,222.66007625218427,34.5,0.80661904
CFIS_LSB.085.338.r,222.73583022713345,79.0,0.36673454
CFIS_LSB.287.280.r,223.2463691544692,50.0,0.6549517
CFIS_LSB.290.279.r,223.26651126724315,49.5,0.74613671
CFIS_LSB.278.283.r,223.28792259532872,51.5,0.67074239
CFIS_LSB.293.278.r,223.3030772024018,49.0,0.69954772
CFIS_LSB.275.284.r,223.3370212538773,52.0,0.77047018
CFIS_LSB.272.285.r,223.4044299118231,52.5,0.73882396
CFIS_LSB.288.280.r,224.02423106789936,50.0,0.75698341
CFIS_LSB.291.279.r,224.03639578885432,49.5,0.50892423
CFIS_LSB.294.278.r,224.0652037457547,49.0,0.68557105
CFIS_LSB.279.283.r,224.09111656149895,51.5,0.70837905
CFIS_LSB.297.277.r,224.11033351597445,48.5,0.72962467
CFIS_LSB.276.284.r,224.14915587661864,52.0,0.76961105
CFIS_LSB.273.285.r,224.22576972767536,52.5,0.71001226
CFIS_LSB.354.256.r,224.61622406784645,38.0,0.76045639
CFIS_LSB.289.280.r,224.8020929813296,50.0,0.62387141
CFIS_LSB.292.279.r,224.80628031046552,49.5,0.67739851
CFIS_LSB.295.278.r,224.8273302891076,49.0,0.73353824
CFIS_LSB.298.277.r,224.86491376350295,48.5,0.78459026
CFIS_LSB.352.257.r,224.8890437174302,38.5,0.70567934
CFIS_LSB.301.276.r,224.9187207546236,48.0,0.78845864
CFIS_LSB.277.284.r,224.96129049936005,52.0,0.68217991
CFIS_LSB.357.255.r,224.9943259008322,37.5,0.76407025
CFIS_LSB.310.273.r,225.17464904447564,46.5,0.71831308
CFIS_LSB.355.256.r,225.25073317538272,38.0,0.74996362
CFIS_LSB.353.257.r,225.52793304617293,38.5,0.7843216
CFIS_LSB.293.279.r,225.5761648320767,49.5,0.78782758
CFIS_LSB.296.278.r,225.5894568324605,49.0,0.72741939
CFIS_LSB.299.277.r,225.61949401103152,48.5,0.79147711
CFIS_LSB.358.255.r,225.6245621078373,37.5,0.7641487
CFIS_LSB.302.276.r,225.6659590295559,48.0,0.79199809
CFIS_LSB.308.274.r,225.80699458850225,47.0,0.706822
CFIS_LSB.356.256.r,225.88524228291905,38.0,0.78061778
CFIS_LSB.311.273.r,225.90101888010295,46.5,0.79587911
CFIS_LSB.226.300.r,225.99999999999997,60.0,0.64600345
CFIS_LSB.314.272.r,226.010376721239,46.0,0.7044049
CFIS_LSB.354.257.r,226.16682237491565,38.5,0.66722419
CFIS_LSB.359.255.r,226.25479831484247,37.5,0.74588175
CFIS_LSB.297.278.r,226.35158337581345,49.0,0.7612549
CFIS_LSB.300.277.r,226.37407425856009,48.5,0.76342921
CFIS_LSB.303.276.r,226.4131973044882,48.0,0.62517698
CFIS_LSB.223.301.r,226.43108298183748,60.5,0.73805305
CFIS_LSB.357.256.r,226.5197513904553,38.0,0.76813507
CFIS_LSB.309.274.r,226.5401341813221,47.0,0.75761312
CFIS_LSB.230.299.r,226.58385728549112,59.5,0.84488295
CFIS_LSB.312.273.r,226.62738871573032,46.5,0.78389718
CFIS_LSB.315.272.r,226.73015499105188,46.0,0.6999333
CFIS_LSB.237.297.r,226.7948813685667,58.5,0.77086631
CFIS_LSB.355.257.r,226.80571170365832,38.5,0.75846215
CFIS_LSB.360.255.r,226.8850345218476,37.5,0.74948658
CFIS_LSB.220.302.r,226.8931873590045,61.0,0.72045285
CFIS_LSB.227.300.r,226.99999999999997,60.0,0.64108856
CFIS_LSB.301.277.r,227.1286545060886,48.5,0.78483182
CFIS_LSB.358.256.r,227.1542604979916,38.0,0.75957006
CFIS_LSB.234.298.r,227.1676710900116,59.0,0.81914158
CFIS_LSB.310.274.r,227.27327377414187,47.0,0.77998633
CFIS_LSB.313.273.r,227.35375855135769,46.5,0.78721123
CFIS_LSB.217.303.r,227.3876307771616,61.5,0.72677362
CFIS_LSB.241.296.r,227.39312973338292,58.0,0.54060345
CFIS_LSB.224.301.r,227.4464690041776,60.5,0.76550918
CFIS_LSB.316.272.r,227.44993326086475,46.0,0.78497366
CFIS_LSB.231.299.r,227.56900449108025,59.5,0.8272868
CFIS_LSB.238.297.r,227.75182179628217,58.5,0.81794899
CFIS_LSB.221.302.r,227.9245200288182,61.0,0.7364216
CFIS_LSB.228.300.r,228.0,60.0,0.80675125
CFIS_LSB.314.273.r,228.080128386985,46.5,0.80503035
CFIS_LSB.235.298.r,228.1384731032168,59.0,0.72397315
CFIS_LSB.242.296.r,228.33666969078288,58.0,0.69033701
CFIS_LSB.218.303.r,228.4355000434158,61.5,0.75632824
CFIS_LSB.225.301.r,228.46185502651764,60.5,0.81161469
CFIS_LSB.232.299.r,228.5541516966693,59.5,0.78579573
CFIS_LSB.239.297.r,228.70876222399764,58.5,0.79142502
CFIS_LSB.222.302.r,228.95585269863184,61.0,0.78660723
CFIS_LSB.229.300.r,228.99999999999997,60.0,0.66876057
CFIS_LSB.236.298.r,229.109275116422,59.0,0.76976527
CFIS_LSB.243.296.r,229.2802096481828,58.0,0.65260949
CFIS_LSB.226.301.r,229.4772410488577,60.5,0.84296875
CFIS_LSB.219.303.r,229.48336930967,61.5,0.80656623
CFIS_LSB.233.299.r,229.5392989022584,59.5,0.72951446
CFIS_LSB.240.297.r,229.6657026517131,58.5,0.66516728
CFIS_LSB.223.302.r,229.9871853684455,61.0,0.82370266
CFIS_LSB.230.300.r,229.99999999999997,60.0,0.78521024
CFIS_LSB.237.298.r,230.08007712962717,59.0,0.82625774
CFIS_LSB.244.296.r,230.22374960558275,58.0,0.79348635
CFIS_LSB.345.263.r,230.3206921475631,41.5,0.80333229
CFIS_LSB.227.301.r,230.4926270711978,60.5,0.71230188
CFIS_LSB.220.303.r,230.5312385759242,61.5,0.75036212
CFIS_LSB.348.262.r,230.55226084269316,41.0,0.82081101
CFIS_LSB.241.297.r,230.62264307942857,58.5,0.7334397
CFIS_LSB.343.264.r,230.7760131274935,42.0,0.80657094
CFIS_LSB.346.263.r,230.98828835668647,41.5,0.82441632
CFIS_LSB.224.302.r,231.01851803825917,61.0,0.75088058
CFIS_LSB.349.262.r,231.21476733936757,41.0,0.79241534
CFIS_LSB.344.264.r,231.44882949229668,42.0,0.75794398
CFIS_LSB.352.261.r,231.4553119807781,40.5,0.79432734
CFIS_LSB.347.263.r,231.65588456580983,41.5,0.71780884
CFIS_LSB.355.260.r,231.70979385647945,40.0,0.80462478
CFIS_LSB.350.262.r,231.87727383604195,41.0,0.75431228
CFIS_LSB.256.293.r,231.9105321916965,56.5,0.6766865
CFIS_LSB.353.261.r,232.1128554807235,40.5,0.74902702
CFIS_LSB.345.264.r,232.12164585709988,42.0,0.79156483
CFIS_LSB.253.294.r,232.26392503524784,57.0,0.7149162
CFIS_LSB.348.263.r,232.3234807749332,41.5,0.76447063
CFIS_LSB.356.260.r,232.3624975011456,40.0,0.75850547
CFIS_LSB.260.292.r,232.4779144962821,56.0,0.81090883
CFIS_LSB.229.301.r,232.523399115878,60.5,0.82583454
CFIS_LSB.351.262.r,232.5397803327164,41.0,0.63573507
CFIS_LSB.399.242.r,232.7433627444584,31.0,0.73612776
CFIS_LSB.354.261.r,232.7703989806689,40.5,0.7444448
CFIS_LSB.346.264.r,232.79446222190307,42.0,0.80695322
CFIS_LSB.257.293.r,232.8164327080703,56.5,0.7477657
CFIS_LSB.349.263.r,232.99107698405655,41.5,0.86900591
CFIS_LSB.233.300.r,232.99999999999997,60.0,0.79218034
CFIS_LSB.357.260.r,233.01520114581172,40.0,0.79083502
CFIS_LSB.226.302.r,233.08118337788648,61.0,0.81363937
CFIS_LSB.254.294.r,233.18196426463615,57.0,0.67818386
CFIS_LSB.352.262.r,233.2022868293908,41.0,0.6696483
CFIS_LSB.402.241.r,233.2790128609404,30.5,0.72751581
CFIS_LSB.400.242.r,233.3266794430661,31.0,0.79948515
CFIS_LSB.261.292.r,233.37206032126775,56.0,0.79473528
CFIS_LSB.398.243.r,233.3927116261878,31.5,0.59635173
CFIS_LSB.355.261.r,233.4279424806143,40.5,0.766128
CFIS_LSB.396.244.r,233.4773238656951,32.0,0.71210464
CFIS_LSB.230.301.r,233.53878513821803,60.5,0.79235131
CFIS_LSB.358.260.r,233.66790479047788,40.0,0.69371983
CFIS_LSB.258.293.r,233.72233322444413,56.5,0.70687268
CFIS_LSB.403.241.r,233.8593089128333,30.5,0.74464903
CFIS_LSB.353.262.r,233.86479332606515,41.0,0.83409633
CFIS_LSB.401.242.r,233.90999614167376,31.0,0.75695219
CFIS_LSB.399.243.r,233.9791254744948,31.5,0.77729107
CFIS_LSB.234.300.r,233.99999999999997,60.0,0.76457206
CFIS_LSB.397.244.r,234.0669130673761,32.0,0.75092932
CFIS_LSB.356.261.r,234.0854859805597,40.5,0.73501094
CFIS_LSB.255.294.r,234.1000034940245,57.0,0.75510587
CFIS_LSB.227.302.r,234.11251604770013,61.0,0.82414048
CFIS_LSB.395.245.r,234.17358686824676,32.5,0.66616278
CFIS_LSB.262.292.r,234.2662061462535,56.0,0.74905761
CFIS_LSB.404.241.r,234.4396049647262,30.5,0.72946156
CFIS_LSB.402.242.r,234.49331284028145,31.0,0.68060786
CFIS_LSB.231.301.r,234.55417116055813,60.5,0.84360936
CFIS_LSB.400.243.r,234.5655393228018,31.5,0.7251844
CFIS_LSB.259.293.r,234.62823374081796,56.5,0.82204581
CFIS_LSB.398.244.r,234.6565022690572,32.0,0.73547057
CFIS_LSB.396.245.r,234.7664313919638,32.5,0.74287395
CFIS_LSB.235.300.r,234.99999999999997,60.0,0.75686731
CFIS_LSB.256.294.r,235.01804272341283,57.0,0.72377563
CFIS_LSB.403.242.r,235.07662953888908,31.0,0.75452459
CFIS_LSB.228.302.r,235.14384871751375,61.0,0.74328387
CFIS_LSB.401.243.r,235.1519531711088,31.5,0.73534822
CFIS_LSB.263.292.r,235.1603519712392,56.0,0.80086845
CFIS_LSB.399.244.r,235.24609147073824,32.0,0.72693454
CFIS_LSB.397.245.r,235.35927591568088,32.5,0.77148169
CFIS_LSB.260.293.r,235.5341342571917,56.5,0.81481103
CFIS_LSB.232.301.r,235.5695571828982,60.5,0.79503107
CFIS_LSB.400.244.r,235.8356806724193,32.0,0.6982105
CFIS_LSB.236.300.r,235.99999999999997,60.0,0.77026106
CFIS_LSB.229.302.r,236.17518138732743,61.0,0.82914444
CFIS_LSB.233.301.r,236.58494320523823,60.5,0.78327435
CFIS_LSB.101.336.r,242.89158440957848,78.0,0.61130787
CFIS_LSB.106.335.r,244.8719947133008,77.5,0.71987445
CFIS_LSB.325.277.r,245.2385804467734,48.5,0.74267363
CFIS_LSB.102.336.r,245.2964515819505,78.0,0.48242552
CFIS_LSB.098.337.r,245.7767350764772,78.5,0.01892231
CFIS_LSB.329.276.r,245.8413924527281,48.0,0.71884051
CFIS_LSB.326.277.r,245.9931606943019,48.5,0.7213646
CFIS_LSB.323.278.r,246.166873502989,49.0,0.65060739
CFIS_LSB.330.276.r,246.5886307276604,48.0,0.5945409
CFIS_LSB.327.277.r,246.74774094183044,48.5,0.70757416
CFIS_LSB.324.278.r,246.9290000463419,49.0,0.64322738
CFIS_LSB.107.335.r,247.18210787097345,77.5,0.21158097
CFIS_LSB.331.276.r,247.33586900259272,48.0,0.63471897
CFIS_LSB.328.277.r,247.50232118935895,48.5,0.70308395
CFIS_LSB.433.238.r,247.5361556945738,29.0,5.869e-05
CFIS_LSB.325.278.r,247.6911265896948,49.0,0.49566574
CFIS_LSB.103.336.r,247.70131875432256,78.0,0.56641316
CFIS_LSB.434.238.r,248.1078327285105,29.0,0.02812501
CFIS_LSB.432.239.r,248.17439698230612,29.5,0.31248529
CFIS_LSB.329.277.r,248.25690143688752,48.5,0.688413
CFIS_LSB.099.337.r,248.28466094460447,78.5,0.33660097
CFIS_LSB.166.321.r,248.6467779317667,70.5,0.71606962
CFIS_LSB.435.238.r,248.6795097624471,29.0,0.0
CFIS_LSB.433.239.r,248.7488747530985,29.5,0.30681042
CFIS_LSB.436.238.r,249.25118679638376,29.0,0.0
CFIS_LSB.434.239.r,249.3233525238909,29.5,0.25983982
CFIS_LSB.108.335.r,249.4922210286461,77.5,0.6572382
CFIS_LSB.437.238.r,249.82286383032044,29.0,0.0
CFIS_LSB.171.320.r,249.9852762139439,70.0,0.68072935
CFIS_LSB.104.336.r,250.10618592669465,78.0,0.56983598
CFIS_LSB.167.321.r,250.14465008798217,70.5,0.6745064
CFIS_LSB.163.322.r,250.3316091707152,71.0,0.59296458
CFIS_LSB.100.337.r,250.7925868127318,78.5,0.39518368
CFIS_LSB.370.265.r,250.9232154082125,42.5,0.63207245
CFIS_LSB.172.320.r,251.44717841402544,70.0,0.77013964
CFIS_LSB.368.266.r,251.58825284214151,43.0,0.5970816
CFIS_LSB.371.265.r,251.6013862606672,42.5,0.68887715
CFIS_LSB.374.264.r,251.63332043639232,42.0,0.57899226
CFIS_LSB.168.321.r,251.64252224419764,70.5,0.67381419
CFIS_LSB.164.322.r,251.8673859140938,71.0,0.50202907
CFIS_LSB.369.266.r,252.2719165726908,43.0,0.68948556
CFIS_LSB.372.265.r,252.2795571131218,42.5,0.71603533
CFIS_LSB.375.264.r,252.30613680119552,42.0,0.63993391
CFIS_LSB.105.336.r,252.51105309906671,78.0,0.41596325
CFIS_LSB.173.320.r,252.90908061410695,70.0,0.72615132
CFIS_LSB.370.266.r,252.9555803032401,43.0,0.67803236
CFIS_LSB.373.265.r,252.9577279655764,42.5,0.67323443
CFIS_LSB.376.264.r,252.97895316599872,42.0,0.60295511
CFIS_LSB.169.321.r,253.1403944004131,70.5,0.66943013
CFIS_LSB.165.322.r,253.4031626574724,71.0,0.65366211
CFIS_LSB.374.265.r,253.63589881803105,42.5,0.6427543
CFIS_LSB.170.321.r,254.63826655662857,70.5,0.75359151
CFIS_LSB.373.266.r,255.006571494888,43.0,0.69500898
CFIS_LSB.145.327.r,255.26789785100897,73.5,0.66845426
CFIS_LSB.377.265.r,255.6704113753949,42.5,0.6210543
CFIS_LSB.374.266.r,255.69023522543728,43.0,0.66339999
CFIS_LSB.371.267.r,255.73001668245828,43.5,0.67323654
CFIS_LSB.141.328.r,255.77084713730267,74.0,0.73382886
CFIS_LSB.378.265.r,256.34858222784953,42.5,0.69577707
CFIS_LSB.375.266.r,256.3738989559866,43.0,0.73900326
CFIS_LSB.372.267.r,256.4193159187992,43.5,0.70978727
CFIS_LSB.150.326.r,256.5227714874951,73.0,0.76930898
CFIS_LSB.379.265.r,257.02675308030416,42.5,0.64796526
CFIS_LSB.146.327.r,257.02836611205043,73.5,0.72239253
CFIS_LSB.376.266.r,257.0575626865359,43.0,0.71686783
CFIS_LSB.373.267.r,257.10861515514,43.5,0.65300127
CFIS_LSB.142.328.r,257.58482477657435,74.0,0.67435877
CFIS_LSB.129.331.r,257.6084310070361,75.5,0.55366826
CFIS_LSB.377.266.r,257.7412264170852,43.0,0.70661022
CFIS_LSB.151.326.r,258.23292329741173,73.0,0.63323585
CFIS_LSB.125.332.r,258.34784340242163,76.0,0.70909575
CFIS_LSB.147.327.r,258.78883437309185,73.5,0.74107412
CFIS_LSB.134.330.r,258.8681214454703,75.0,0.22369382
CFIS_LSB.143.328.r,259.398802415846,74.0,0.64768939
CFIS_LSB.130.331.r,259.6053955884859,75.5,0.31140306
CFIS_LSB.152.326.r,259.94307510732835,73.0,0.42809499
CFIS_LSB.126.332.r,260.41462614964104,76.0,0.54136028
CFIS_LSB.148.327.r,260.5493026341333,73.5,0.77205148
CFIS_LSB.135.330.r,260.79997309804844,75.0,0.30962129
CFIS_LSB.144.328.r,261.2127800551176,74.0,0.76986298
CFIS_LSB.131.331.r,261.6023601699358,75.5,0.68190993
CFIS_LSB.153.326.r,261.65322691724504,73.0,0.57885718
CFIS_LSB.149.327.r,262.3097708951747,73.5,0.7177005
CFIS_LSB.127.332.r,262.4814088968604,76.0,0.72151448
CFIS_LSB.136.330.r,262.7318247506266,75.0,0.38313604
CFIS_LSB.132.331.r,263.5993247513857,75.5,0.74365392
CFIS_LSB.128.332.r,264.5481916440798,76.0,0.65446168
CFIS_LSB.137.330.r,264.6636764032048,75.0,0.23765915
CFIS_LSB.133.331.r,265.5962893328356,75.5,0.62533651
CFIS_LSB.441.251.r,270.8460839134777,35.5,0.4459463
CFIS_LSB.145.329.r,271.29337134861726,74.5,0.6796244
CFIS_LSB.439.252.r,271.31692106120386,36.0,0.46557954
CFIS_LSB.442.251.r,271.4602473690638,35.5,0.14135168
